Model,Price,Kilometers Driven,Year,Owner,Fuel Type,Transmission,Location
MarutiSwiftDzireVXI1.2BS,538199,78713,2015,First Owner,Petrol,MANUAL,Hyderabad
MarutiSwiftDzireVXI1.2BS,495899,56518,2013,Second Owner,Petrol,MANUAL,Kolkata
Hyundaii20MAGNA1.2,168099,119575,2009,Third Owner,Petrol,MANUAL,Kochi
MarutiCelerio,479500,10412,2019,First Owner,Petrol,MANUAL,Chennai
HondaAmaze1.2EXMTI,330799,71800,2014,First Owner,Petrol,MANUAL,Mumbai
HyundaiSantroXingGL,263299,49419,2011,Second Owner,Petrol,MANUAL,Hyderabad
FordFigo1.4EXI,177499,109104,2013,First Owner,Diesel,MANUAL,Kolkata
HyundaiEonERA,338999,3308,2018,First Owner,Petrol,MANUAL,Hyderabad
MarutiWagonR1.0LXI,322321,43781,2015,First Owner,Petrol + CNG,MANUAL,Hyderabad
MarutiRitzVXIBS,420299,34146,2013,First Owner,Petrol,MANUAL,Chennai
MarutiCiazZXI,473899,107589,2015,First Owner,Petrol,MANUAL,Mumbai
HyundaiElitei20ASTA1.4,561299,79445,2015,First Owner,Diesel,MANUAL,Chennai
HyundaiElitei20SPORTZ,728166,32307,2017,First Owner,Diesel,MANUAL,Kochi
ChevroletBeatPS,144097,98452,2012,Second Owner,Diesel,MANUAL,Mumbai
MarutiAltoK10,255299,38617,2012,First Owner,Petrol,MANUAL,Bangalore
HondaCitySMT,259899,99003,2009,Second Owner,Petrol,MANUAL,Kolkata
MarutiSwiftVDI,390399,92527,2015,First Owner,Diesel,MANUAL,Delhi
HyundaiElitei20MAGNA1.4,514299,169453,2014,First Owner,Diesel,MANUAL,Mumbai
MarutiAlto,174699,34854,2010,First Owner,Petrol,MANUAL,Hyderabad
HondaBrio1.2VXMTI,266099,65667,2013,Second Owner,Petrol,MANUAL,Bangalore
ToyotaInnova2.5VX8STRBS,926599,143740,2014,Second Owner,Diesel,MANUAL,Delhi
MarutiCiazDELTA1.5SHVS,737299,23999,2018,First Owner,Petrol,AUTOMATIC,Kolkata
Hyundaii10MAGNA,180599,89576,2009,Second Owner,Petrol,MANUAL,Chennai
ToyotaCorollaAltisD4D,464899,137352,2011,First Owner,Diesel,MANUAL,Chennai
MarutiErtiga,530899,98137,2015,First Owner,Petrol + CNG,MANUAL,Jaipur
HyundaiGrandi10Sportz1.2,486299,41100,2017,First Owner,Diesel,MANUAL,Mumbai
MarutiWagonR1.0LXI,346799,56607,2014,First Owner,Petrol + CNG,MANUAL,Kolkata
MarutiSX4ZXIMTLEATHERBS,131199,150248,2008,Third Owner,Petrol,MANUAL,Pune
HyundaiEonERA,204799,83546,2014,Second Owner,Petrol,MANUAL,Hyderabad
ToyotaEtiosLiva,274499,21763,2011,First Owner,Petrol,MANUAL,Mumbai
MarutiSwiftDzireLDIBS,305199,122165,2013,First Owner,Diesel,MANUAL,Bangalore
MarutiSwiftDzireVDIBS,352499,46299,2012,First Owner,Diesel,MANUAL,Pune
MarutiWagonR1.0,318079,18325,2013,First Owner,Petrol,MANUAL,Mumbai
SkodaRapid1.6TDIMT,427799,63473,2012,Second Owner,Diesel,MANUAL,Kolkata
Hyundaii10,228099,79620,2007,Third Owner,Petrol,MANUAL,Mumbai
ToyotaFortuner3.0MT,1045599,96301,2012,Second Owner,Diesel,MANUAL,Pune
VolkswagenPoloTRENDLINE1.2L,256099,42069,2012,First Owner,Petrol,MANUAL,Mumbai
MarutiCelerioVXI,362199,123057,2016,Second Owner,Petrol + CNG,MANUAL,Pune
HyundaiGrandi10MAGNA1.2KAPPA,413899,34558,2016,First Owner,Petrol,MANUAL,Coimbatore
MarutiOMNIE8,168699,147413,2015,First Owner,Petrol + LPG,AUTOMATIC,Hyderabad
MarutiWagonR1.0,267599,32808,2012,First Owner,Petrol,MANUAL,Hyderabad
BMW5Series,551681,94020,2008,First Owner,Petrol,AUTOMATIC,Bangalore
MarutiSwiftDzireVDIBS,316838,75435,2012,First Owner,Diesel,MANUAL,Chennai
HondaCityVMT,478699,40028,2013,Second Owner,Petrol,MANUAL,Kochi
MarutiSX4,187199,9961,2008,First Owner,Petrol,MANUAL,Kolkata
FordEcosport1.5TITANIUMTDCI,440099,151247,2014,First Owner,Diesel,MANUAL,Pune
MarutiBalenoDELTADDIS,571599,63898,2016,First Owner,Diesel,MANUAL,Delhi
HondaCityVMT,369099,74017,2012,Third Owner,Petrol,MANUAL,Kochi
MarutiBalenoALPHA1.2,524399,76914,2015,First Owner,Petrol,MANUAL,Mumbai
MarutiCelerioVXI,535599,9878,2019,First Owner,Petrol + CNG,MANUAL,Kolkata
Hyundaii20MAGNA1.2,218799,86164,2009,Second Owner,Petrol,MANUAL,Hyderabad
MarutiRitz,344399,64475,2015,First Owner,Diesel,MANUAL,Kolkata
MarutiAltoK10,322699,8604,2018,First Owner,Petrol,MANUAL,Bangalore
MarutiRitz,271299,54237,2013,First Owner,Diesel,MANUAL,Hyderabad
FordFigo1.4EXI,176499,108709,2014,First Owner,Diesel,MANUAL,Coimbatore
MarutiSwiftVDI,373299,154513,2015,Second Owner,Diesel,MANUAL,Mumbai
HyundaiGrandi10MAGNA1.2KAPPA,383399,35915,2015,First Owner,Petrol,MANUAL,Kochi
ToyotaCorollaAltis1.8,227099,91612,2009,Third Owner,Petrol + CNG,AUTOMATIC,Bangalore
TataTIAGOJTP,603340,14039,2019,First Owner,Petrol,AUTOMATIC,Coimbatore
Hyundaii20MAGNA1.2,171699,222973,2010,First Owner,Petrol,MANUAL,Mumbai
MarutiSwiftVXI,213413,79169,2009,First Owner,Petrol,MANUAL,Bangalore
MarutiSwiftDzireLXI1.2BS,327699,59387,2011,First Owner,Petrol,MANUAL,Chennai
Hyundaii20SPORTZ1.2,253199,74934,2010,First Owner,Petrol,MANUAL,Coimbatore
HyundaiVernaFLUIDIC1.6SX,498099,120745,2014,First Owner,Diesel,MANUAL,Bangalore
MarutiWagonR1.0,199599,65611,2011,Second Owner,Petrol,MANUAL,Coimbatore
HondaCityVMT,423299,136859,2013,First Owner,Petrol,MANUAL,Pune
MarutiBalenoALPHADDIS,630780,69278,2016,First Owner,Diesel,MANUAL,Jaipur
MarutiWagonR1.0,320699,70993,2015,First Owner,Petrol,MANUAL,Pune
FordFigo1.2TITANIUM,141599,49821,2010,Third Owner,Petrol,MANUAL,Kolkata
RenaultKwid,335999,14665,2019,First Owner,Petrol,MANUAL,Hyderabad
MarutiBalenoZETA1.2,665315,20333,2017,First Owner,Petrol,MANUAL,Delhi
Hyundaii20ASTA,500599,56580,2014,First Owner,Petrol,MANUAL,Pune
HondaAmaze1.5SMTI,256399,125008,2013,First Owner,Diesel,MANUAL,Ahmedabad
MarutiSwiftDzireVDIBS,418499,107099,2012,Second Owner,Diesel,MANUAL,Kochi
MarutiBalenoDELTA1.2,453299,90025,2015,First Owner,Petrol,MANUAL,Bangalore
ToyotaEtiosLiva,344599,89919,2012,First Owner,Diesel,MANUAL,Bangalore
MarutiSwiftDzireVDIBS,449999,42679,2013,First Owner,Diesel,MANUAL,Mumbai
MarutiSwiftDzireVDIBS,441299,70192,2012,Second Owner,Diesel,MANUAL,Delhi
MarutiErtiga,605499,24825,2015,First Owner,Diesel,MANUAL,Pune
MarutiSwift,433099,79144,2014,First Owner,Diesel,MANUAL,Kolkata
MarutiSwiftLXI,366699,73411,2015,First Owner,Petrol,MANUAL,Hyderabad
MahindraTUV300,528099,50455,2017,First Owner,Diesel,MANUAL,Coimbatore
MarutiAlto,173399,29879,2008,First Owner,Petrol,MANUAL,Kolkata
MarutiOMNIE8,354599,4110,2017,First Owner,Petrol,AUTOMATIC,Kochi
HyundaiCreta1.6SXPLUS,894499,56895,2016,Second Owner,Petrol,AUTOMATIC,Pune
HyundaiCreta1.6E+,925999,9294,2019,First Owner,Petrol,MANUAL,Ahmedabad
Hyundaii20SPORTZ1.2,291899,63467,2013,Second Owner,Petrol,MANUAL,Mumbai
SkodaFabiaELEGANCE1.2,227999,64274,2010,First Owner,Petrol,MANUAL,Chennai
MarutiSwift,388499,72754,2014,First Owner,Diesel,MANUAL,Coimbatore
MarutiSwiftLXI,109199,98656,2009,First Owner,Petrol,MANUAL,Delhi
RenaultKwidRXT,301599,40290,2016,First Owner,Petrol,MANUAL,Mumbai
HyundaiGrandi10MAGNA1.2KAPPA,335499,42170,2014,Second Owner,Petrol,MANUAL,Mumbai
HondaAmaze1.2VXMTI,321799,45278,2013,Second Owner,Petrol,MANUAL,Delhi
RenaultKwidRXT1.0EASY-R,365099,12255,2016,First Owner,Petrol,AUTOMATIC,Mumbai
MarutiSwift,371399,60422,2013,Second Owner,Diesel,MANUAL,Coimbatore
Hyundaii10MAGNA1.2,248599,210904,2013,First Owner,Petrol + CNG,MANUAL,Pune
MarutiAltoK10LXI,389703,23963,2016,First Owner,Petrol + CNG,MANUAL,Kochi
MarutiDzire,691699,11404,2017,First Owner,Petrol,MANUAL,Coimbatore
RenaultKwid,379999,38933,2016,First Owner,Petrol,MANUAL,Pune
RenaultDuster85PS,322068,103665,2013,First Owner,Diesel,MANUAL,Mumbai
MahindraXUV500,1167456,49189,2018,First Owner,Diesel,MANUAL,Coimbatore
VolkswagenPoloHIGHLINE1.5L,592599,59325,2015,First Owner,Diesel,MANUAL,Coimbatore
MarutiSwiftVDI,429499,66476,2015,First Owner,Diesel,MANUAL,Hyderabad
MarutiCelerio,232199,148559,2015,First Owner,Diesel,MANUAL,Pune
Hyundaii10SPORTZ1.2,305199,114748,2012,First Owner,Petrol,MANUAL,Chennai
MahindraXUV500W8,889799,84778,2015,Second Owner,Diesel,MANUAL,Coimbatore
MarutiWagonR1.0,250499,98462,2012,First Owner,Petrol,MANUAL,Hyderabad
VolkswagenPoloTRENDLINE1.2L,206083,73625,2012,First Owner,Diesel,MANUAL,Coimbatore
HyundaiEonERA,186399,129837,2013,First Owner,Petrol + CNG,MANUAL,Mumbai
HondaAmaze1.5SXMTI,370899,113188,2014,First Owner,Diesel,MANUAL,Ahmedabad
Hyundaii10MAGNA1.1,221199,33582,2013,Second Owner,Petrol,MANUAL,Kochi
MarutiWagonR1.0,310199,48335,2013,First Owner,Petrol,MANUAL,Coimbatore
MarutiCiazDELTA1.5SHVSVVT,819699,17483,2018,First Owner,Petrol,AUTOMATIC,Kolkata
BMWX1SDRIVE,1011799,63035,2013,Second Owner,Diesel,AUTOMATIC,Coimbatore
HyundaiVernaFLUIDIC1.6SXVTVT,270500,71292,2011,Third Owner,Petrol,MANUAL,Mumbai
MarutiSwiftVDI,419699,46856,2015,First Owner,Diesel,MANUAL,Bangalore
HyundaiSantroXingGL,254899,20500,2014,First Owner,Petrol + CNG,MANUAL,Pune
Hyundaii20SPORTZ1.2,309599,78129,2011,First Owner,Petrol,MANUAL,Pune
Hyundaii10MAGNA1.1,264950,57657,2013,First Owner,Petrol,MANUAL,Delhi
TataTiagoXZ1.05,336599,125598,2017,First Owner,Diesel,MANUAL,Pune
MarutiRitzVXIABS,282599,45651,2014,First Owner,Petrol,AUTOMATIC,Pune
HondaCitySVMT,861999,28213,2019,First Owner,Petrol,MANUAL,Coimbatore
MarutiAlto800,274599,24679,2012,Third Owner,Petrol,MANUAL,Kochi
MarutiAltoK10,214599,58304,2015,Second Owner,Petrol,MANUAL,Kolkata
MarutiBalenoALPHA1.2,556999,16232,2016,Second Owner,Petrol,MANUAL,Mumbai
MarutiSwiftDzireVXI1.2BS,459599,70649,2015,First Owner,Petrol,MANUAL,Kochi
HyundaiGrandi10SPORTZ1.2KAPPA,436399,247836,2016,First Owner,Petrol,MANUAL,Kochi
MarutiSwiftDzireVXI1.2BS,384799,95093,2013,First Owner,Petrol,MANUAL,Kochi
ToyotaCorollaH31.8,144099,98229,2007,First Owner,Petrol,MANUAL,Hyderabad
TataNEXONXZ+,657699,21127,2018,First Owner,Petrol,MANUAL,Kochi
MarutiSwiftDzireVDIBS,516399,32957,2014,First Owner,Diesel,MANUAL,Chennai
HyundaiCreta1.6CRDISXPLUS,1188855,108963,2016,First Owner,Diesel,AUTOMATIC,Kolkata
HyundaiGrandi10SPORTS1.2,436499,6587,2016,First Owner,Petrol,MANUAL,Mumbai
RenaultKwid,304827,9495,2016,First Owner,Petrol,MANUAL,Coimbatore
Hyundaii10SPORTZ1.2,199500,56973,2010,Second Owner,Petrol,AUTOMATIC,Pune
MarutiSwift,281699,163408,2009,First Owner,Diesel,MANUAL,Bangalore
MarutiBalenoDELTADDIS,597099,32865,2016,First Owner,Diesel,MANUAL,Pune
MarutiWagonR1.0,408399,31796,2015,First Owner,Petrol,MANUAL,Delhi
HondaCitySMT,398999,75713,2010,Second Owner,Petrol + CNG,MANUAL,Delhi
HondaAmaze1.2SMTI,552899,14358,2018,First Owner,Petrol,MANUAL,Ahmedabad
HyundaiGrandi10MAGNA1.2KAPPA,480699,10172,2017,First Owner,Petrol,MANUAL,Kochi
FiatGrandPuntoACTIVE,291099,46437,2014,Second Owner,Diesel,MANUAL,Coimbatore
HyundaiEonMAGNA,300799,26754,2014,First Owner,Petrol,MANUAL,Kolkata
HondaAmaze1.5EMTI,409299,123934,2015,Second Owner,Diesel,MANUAL,Bangalore
RenaultDuster85PS,305864,93733,2013,Second Owner,Diesel,MANUAL,Pune
MarutiSwiftDzireVDIBS,335700,89383,2014,First Owner,Diesel,MANUAL,Pune
MarutiAlto,111799,98526,2008,Third Owner,Petrol,MANUAL,Kolkata
MarutiAlto,171299,13966,2011,First Owner,Petrol,MANUAL,Coimbatore
MarutiSwiftLDIBS,246500,123852,2012,First Owner,Diesel,MANUAL,Pune
MarutiEeco7,289299,27741,2018,First Owner,Petrol,MANUAL,Delhi
MarutiSwift,710064,12889,2019,First Owner,Petrol,MANUAL,Chennai
HyundaiXcentSX,404099,92011,2015,First Owner,Petrol,MANUAL,Jaipur
MarutiAlto,133599,72725,2009,Second Owner,Petrol,MANUAL,Hyderabad
MarutiAlto800,281399,11110,2017,First Owner,Petrol,MANUAL,Mumbai
RenaultDuster85PS,458899,94775,2014,First Owner,Diesel,MANUAL,Delhi
HyundaiXcentS1.2,451244,78612,2015,First Owner,Petrol + CNG,MANUAL,Pune
RenaultDuster85PS,507799,171979,2015,First Owner,Diesel,MANUAL,Coimbatore
MarutiSwiftDzireVDIBS,297299,160205,2010,Second Owner,Diesel,MANUAL,Kochi
MarutiAlto,206599,45476,2008,First Owner,Petrol,MANUAL,Coimbatore
RenaultKwidCLIMBER1.0,315699,34616,2017,First Owner,Petrol,AUTOMATIC,Pune
MarutiAlto800,260240,67833,2015,Second Owner,Petrol,MANUAL,Pune
RenaultKwidRXT1.0EASY-R,406999,24005,2017,First Owner,Petrol,AUTOMATIC,Chennai
HyundaiEonMAGNA,218399,56350,2013,First Owner,Petrol,MANUAL,Mumbai
TataTiagoXZ1.2,526099,25034,2018,First Owner,Petrol,MANUAL,Mumbai
MarutiAlto800,299799,38472,2015,First Owner,Petrol,MANUAL,Kochi
HyundaiGrandi10MAGNA1.2KAPPA,429299,45391,2016,First Owner,Petrol,MANUAL,Hyderabad
Hyundaii20SPORTZO1.4,354899,98304,2012,First Owner,Diesel,MANUAL,Mumbai
TataNEXONXM,834599,1424,2019,First Owner,Petrol,MANUAL,Coimbatore
MarutiVitaraBrezza,584199,59715,2016,First Owner,Diesel,MANUAL,Chennai
MarutiAlto800,343899,23598,2016,First Owner,Petrol,MANUAL,Pune
HyundaiSantroXingGL,250699,39601,2012,First Owner,Petrol,MANUAL,Mumbai
HondaCity1.5EMT,396199,74247,2012,First Owner,Petrol,AUTOMATIC,Kochi
ToyotaEtiosVX,309199,52194,2012,Second Owner,Diesel,MANUAL,Pune
HondaAmaze1.2SMTI,631799,10129,2018,First Owner,Petrol,MANUAL,Delhi
MarutiAlto800,254199,12702,2016,Second Owner,Petrol,MANUAL,Mumbai
HyundaiSantroXingXOERLXEURO,224499,69390,2007,Second Owner,Petrol,MANUAL,Jaipur
MarutiErtigaVDI,736599,25046,2017,First Owner,Diesel,MANUAL,Jaipur
MarutiBalenoDELTA1.2,539599,27670,2017,First Owner,Petrol,MANUAL,Delhi
HyundaiAccentEXECUTIVE,169955,136284,2012,Second Owner,Petrol + CNG,MANUAL,Hyderabad
MarutiAltoK10,320299,65190,2014,First Owner,Petrol,MANUAL,Hyderabad
HondaCitySMT,420300,65403,2011,First Owner,Petrol,MANUAL,Jaipur
FordFigo1.2TITANIUM,266186,81196,2010,First Owner,Petrol,MANUAL,Chennai
MarutiSCrossSIGMA,505399,85657,2015,First Owner,Diesel,MANUAL,Kolkata
RenaultKwidRXT1.0EASY-RAT,384199,22247,2017,First Owner,Petrol,AUTOMATIC,Jaipur
HondaCityVMT,639999,48559,2014,First Owner,Petrol,MANUAL,Bangalore
MarutiAltoK10VXI,297799,29156,2015,Second Owner,Petrol,AUTOMATIC,Hyderabad
HondaBrio1.2SMTI,286599,18255,2012,Second Owner,Petrol,MANUAL,Mumbai
MarutiBalenoDELTA1.2,630899,10055,2018,First Owner,Petrol,MANUAL,Coimbatore
MarutiAltoK10,343999,11976,2017,First Owner,Petrol,MANUAL,Kolkata
MarutiVitaraBrezzaZDI+,898099,16194,2018,First Owner,Diesel,AUTOMATIC,Bangalore
VolkswagenPoloHIGHLINE1.2L,290799,120996,2013,First Owner,Diesel,MANUAL,Kolkata
MarutiEeco5STRWITHAC,413999,21932,2017,First Owner,Petrol,MANUAL,Kolkata
MarutiAlto800,345199,8526,2016,First Owner,Petrol,MANUAL,Mumbai
HondaAmaze1.5EMTI,380240,55490,2014,First Owner,Diesel,MANUAL,Chennai
MarutiDzireVXI,560999,42167,2017,First Owner,Petrol,AUTOMATIC,Delhi
MarutiAlto800,244180,66047,2013,Second Owner,Petrol,MANUAL,Kolkata
HyundaiGrandi10SPORTS1.2,374435,56923,2016,Second Owner,Petrol,MANUAL,Pune
RenaultDusterRXZAMT110,701799,130303,2016,First Owner,Diesel,AUTOMATIC,Chennai
Hyundaii20MAGNAO1.4,346099,75654,2013,First Owner,Diesel,MANUAL,Jaipur
HyundaiGrandi10SPORTZ1.2KAPPA,322699,66962,2014,Second Owner,Petrol,MANUAL,Kolkata
RenaultKwid,354229,9895,2018,First Owner,Petrol,MANUAL,Jaipur
FordNewFigo1.5TITANIUMAT,549399,11328,2018,First Owner,Petrol,AUTOMATIC,Hyderabad
SkodaSuperbELEGANCETDI2.0,494115,119652,2012,Second Owner,Diesel,AUTOMATIC,Pune
HondaCityV,418599,50304,2012,First Owner,Petrol,AUTOMATIC,Pune
Hyundaii20SPORTZ1.2,341799,38013,2012,First Owner,Petrol,MANUAL,Jaipur
MahindraXUV500,945699,72363,2015,First Owner,Diesel,MANUAL,Pune
HyundaiXcentS,441599,40878,2015,Second Owner,Petrol,MANUAL,Jaipur
TataTiagoXZ1.2,378099,69312,2016,First Owner,Petrol,MANUAL,Kolkata
MarutiCelerioVXI(O),469299,23482,2016,First Owner,Petrol,AUTOMATIC,Pune
HyundaiElitei20ASTA1.4,494699,137913,2015,First Owner,Diesel,MANUAL,Coimbatore
MarutiSwiftZXI,632999,37208,2018,First Owner,Petrol,AUTOMATIC,Kolkata
MarutiSwiftDzireZXI1.2BS,595399,58291,2015,First Owner,Petrol,MANUAL,Mumbai
MarutiSwiftDzireVXI1.2BS,296500,40302,2012,Second Owner,Petrol,MANUAL,Kochi
HyundaiElitei20ASTA1.2,585299,18711,2017,Second Owner,Petrol,MANUAL,Delhi
MarutiBalenoDELTA1.2,503399,42568,2016,First Owner,Petrol,MANUAL,Kochi
MarutiWagonR1.0,166999,48954,2010,First Owner,Petrol,MANUAL,Jaipur
MarutiWagonRVXIBS,127599,65402,2007,Second Owner,Petrol,MANUAL,Hyderabad
MarutiWagonR,283199,76036,2010,Second Owner,Petrol,MANUAL,Bangalore
MarutiAltoK10,260899,24013,2016,First Owner,Petrol,MANUAL,Coimbatore
BMW3Series,534399,63649,2011,Second Owner,Diesel,AUTOMATIC,Mumbai
ToyotaEtiosLiva,326356,133608,2012,First Owner,Diesel,MANUAL,Bangalore
HondaCityVMT,262499,80190,2009,First Owner,Petrol,MANUAL,Coimbatore
MahindraTUV300,513299,90651,2017,First Owner,Diesel,MANUAL,Hyderabad
MarutiSwiftDzireVXI1.2BS,357799,53264,2012,First Owner,Petrol,MANUAL,Coimbatore
MarutiZenEstilo,172599,47307,2010,First Owner,Petrol,MANUAL,Bangalore
MarutiSwiftDzireVDIBS,357799,121017,2011,First Owner,Diesel,MANUAL,Coimbatore
MarutiSwift,391099,164757,2012,First Owner,Diesel,MANUAL,Coimbatore
HondaAccord2.4ATI,306999,59142,2008,First Owner,Petrol,AUTOMATIC,Bangalore
MarutiSwiftDzire,408499,75468,2013,First Owner,Diesel,MANUAL,Pune
MarutiSwiftDzireVDIBS,604299,59826,2015,First Owner,Diesel,MANUAL,Delhi
MarutiAltoK10,324099,17712,2018,Second Owner,Petrol,MANUAL,Coimbatore
MarutiAlto,188147,44132,2008,First Owner,Petrol,MANUAL,Coimbatore
MarutiCelerioVXI,390499,60850,2016,First Owner,Petrol + CNG,MANUAL,Bangalore
HondaCitySMT,297099,114682,2009,First Owner,Petrol,MANUAL,Hyderabad
MarutiWagonR1.0VXI,383199,38639,2017,First Owner,Petrol,AUTOMATIC,Pune
Hyundaii20MAGNA1.2,287165,84373,2009,First Owner,Petrol,MANUAL,Kolkata
ToyotaEtios,308799,43802,2012,First Owner,Diesel,MANUAL,Pune
TataNanoTWIST,206899,14401,2015,Third Owner,Petrol,AUTOMATIC,Mumbai
HyundaiGrandi10SPORTZ1.1,315364,128627,2013,First Owner,Diesel,MANUAL,Mumbai
HondaCitySMT,353999,83929,2012,First Owner,Petrol,MANUAL,Kolkata
MarutiDzire,729299,21642,2019,First Owner,Diesel,MANUAL,Bangalore
MarutiAlto800LXI,235599,66248,2014,First Owner,Petrol + CNG,MANUAL,Kolkata
FordFigo1.2ZXI,194540,124564,2011,First Owner,Petrol,MANUAL,Hyderabad
MarutiWagonR1.0,356099,18584,2013,First Owner,Petrol,MANUAL,Jaipur
HyundaiGrandi10MAGNA1.2KAPPA,344616,16316,2014,First Owner,Petrol,MANUAL,Mumbai
MarutiAltoK10,200699,33423,2012,First Owner,Petrol,MANUAL,Hyderabad
MercedesBenzGLAClass200CDI,1654999,79207,2016,First Owner,Diesel,MANUAL,Delhi
MarutiSwift,311399,34524,2011,First Owner,Petrol,MANUAL,Kochi
MarutiSwiftDzireVXI1.2BS,416099,83575,2014,First Owner,Petrol,MANUAL,Kochi
MarutiBalenoDELTA1.2,604499,9862,2019,First Owner,Petrol,MANUAL,Bangalore
MarutiEeco5STRWITHAC,458699,27277,2019,First Owner,Petrol + CNG,MANUAL,Hyderabad
HondaBrio1.2SMTI,272999,87755,2012,First Owner,Petrol,MANUAL,Kochi
MarutiSwiftDzireVDIBS,447072,88835,2014,First Owner,Diesel,MANUAL,Kolkata
RenaultKwidRXT,347899,33732,2016,First Owner,Petrol,MANUAL,Delhi
MarutiWagonR1.0,350799,53279,2015,First Owner,Petrol,MANUAL,Jaipur
HondaAmaze1.5SMTI,436299,70147,2013,Second Owner,Diesel,MANUAL,Mumbai
HondaCitySMT,241199,86866,2009,Second Owner,Petrol,MANUAL,Kolkata
HyundaiVernaFLUIDIC1.6SXCRDI,415299,129017,2011,First Owner,Diesel,MANUAL,Bangalore
HondaCityVMT,300999,127472,2010,First Owner,Petrol + CNG,MANUAL,Mumbai
HyundaiElitei20SPORTZ(O),617799,62516,2014,First Owner,Diesel,MANUAL,Hyderabad
MarutiSwiftDzireVXI1.2BS,365999,117248,2014,First Owner,Petrol,MANUAL,Mumbai
Hyundaii10MAGNA1.2,330799,26474,2009,First Owner,Petrol,AUTOMATIC,Mumbai
MarutiAlto,160099,44374,2010,Third Owner,Petrol,MANUAL,Coimbatore
HyundaiCreta1.6CRDISXPLUS,1035199,58298,2017,Second Owner,Diesel,AUTOMATIC,Chennai
MarutiAlto800,269099,58283,2018,First Owner,Petrol,MANUAL,Kolkata
MarutiAlto,372799,13069,2019,First Owner,Petrol,MANUAL,Hyderabad
MarutiWagonR1.0,333999,39541,2013,Second Owner,Petrol,MANUAL,Ahmedabad
HyundaiSantroXingGL,286899,96552,2014,First Owner,Petrol + CNG,MANUAL,Pune
HondaCitySMT,420399,46870,2012,Third Owner,Petrol,MANUAL,Mumbai
MarutiCelerio,388899,42704,2016,First Owner,Petrol,MANUAL,Bangalore
Hyundaii20Active1.2,559592,53425,2015,First Owner,Petrol,MANUAL,Kochi
VolkswagenPoloCOMFORTLINE1.2L,604106,27276,2017,First Owner,Petrol,MANUAL,Pune
MarutiZenEstilo,151899,45920,2007,First Owner,Petrol,MANUAL,Kochi
TataIndicaVistaAURA1.3,195299,150758,2009,First Owner,Diesel,MANUAL,Pune
RenaultKwid,269639,36873,2016,First Owner,Petrol,MANUAL,Mumbai
MarutiAlto,111699,91528,2009,First Owner,Petrol + LPG,MANUAL,Hyderabad
MarutiSwiftLXI,351099,36610,2015,First Owner,Petrol + CNG,MANUAL,Mumbai
MarutiSwift,281999,133175,2011,First Owner,Diesel,MANUAL,Delhi
VolkswagenPoloCOMFORTLINE1.2L,317999,69745,2013,First Owner,Petrol,MANUAL,Bangalore
MarutiAlto,156325,58267,2008,First Owner,Petrol,MANUAL,Kolkata
FordFigo1.2ZXI,200628,35658,2014,Third Owner,Petrol,MANUAL,Kolkata
RenaultKwidCLIMBER1.0,414599,8969,2018,First Owner,Petrol,AUTOMATIC,Ahmedabad
MarutiEeco5STRCNGWITH,317799,46837,2018,First Owner,Petrol + CNG,MANUAL,Hyderabad
MarutiWagonRStingray,361499,9296,2014,First Owner,Petrol,MANUAL,Mumbai
MarutiWagonR1.0,233499,117905,2011,First Owner,Petrol,MANUAL,Coimbatore
MarutiSwift,228599,190778,2009,Second Owner,Diesel,MANUAL,Delhi
Hyundaii10SPORTZ1.1,324699,30532,2015,First Owner,Petrol,MANUAL,Chennai
FordEcosport1.5TREND,388180,62253,2013,First Owner,Diesel,MANUAL,Kolkata
MarutiSwiftDzireVXI1.2BS,312799,40055,2012,First Owner,Petrol,MANUAL,Chennai
MarutiSwiftDzire,330099,90474,2013,First Owner,Diesel,MANUAL,Pune
MarutiAlto,124299,39460,2010,First Owner,Petrol,MANUAL,Hyderabad
MarutiAltoK10,229499,25563,2013,First Owner,Petrol,MANUAL,Chennai
HyundaiElitei20SPORTZ,554899,68730,2017,Second Owner,Diesel,MANUAL,Pune
HondaJazz1.2SV,482299,22898,2015,First Owner,Petrol,MANUAL,Delhi
MarutiBalenoDELTADDIS,524699,43702,2016,First Owner,Diesel,MANUAL,Coimbatore
SkodaRapidELEGANCE1.6MPFI,483499,65919,2014,Third Owner,Petrol,AUTOMATIC,Delhi
MarutiErtigaVDI,413099,91724,2012,Second Owner,Diesel,MANUAL,Bangalore
MarutiRitz,327999,54431,2009,First Owner,Petrol,MANUAL,Hyderabad
HyundaiEonMAGNA,194999,110501,2013,First Owner,Petrol,MANUAL,Bangalore
Hyundaii20SPORTZ1.2,333499,44142,2011,Third Owner,Petrol,MANUAL,Coimbatore
MarutiSwift,546799,24093,2014,First Owner,Petrol,MANUAL,Jaipur
HyundaiGrandi10ASTAAT1.2KAPPA,451799,30537,2015,Second Owner,Petrol,MANUAL,Kolkata
HyundaiVerna1.6SXVTVTAT,1224699,1827,2018,First Owner,Petrol,AUTOMATIC,Kolkata
MarutiSwift,313699,102024,2012,First Owner,Diesel,MANUAL,Mumbai
HondaCitySMT,297867,39947,2010,First Owner,Petrol,MANUAL,Chennai
RenaultDuster85PS,551899,59607,2015,First Owner,Diesel,MANUAL,Chennai
MarutiAlto,150299,57358,2009,First Owner,Petrol,MANUAL,Ahmedabad
